Date,Name,Year,Letterboxd URI,Rating
2021-07-03,The Kids Are All Right,2010,https://boxd.it/13f0,3
2021-07-03,Dersu Uzala,1975,https://boxd.it/1XRO,3.5
2021-07-03,A Quiet Place Part II,2020,https://boxd.it/iTx0,2.5
2021-07-04,The Tomorrow War,2021,https://boxd.it/lE78,2.5
2021-07-08,No Sudden Move,2021,https://boxd.it/o7WS,3
2021-07-08,Dawn of the Dead,2004,https://boxd.it/29gK,2.5
2021-07-14,Blow Out,1981,https://boxd.it/1TlE,4
2021-07-14,The Gift,2015,https://boxd.it/aJMy,3
2021-07-24,Those Who Wish Me Dead,2021,https://boxd.it/lgeu,3
2021-11-29,Tangled,2010,https://boxd.it/15gO,3
2021-11-29,Best in Show,2000,https://boxd.it/1Pqq,3.5
2021-11-29,Terminator 2: Judgment Day,1991,https://boxd.it/2aGY,4
2021-11-29,The Swordsman,2020,https://boxd.it/hJhE,2.5
2021-11-29,F9,2021,https://boxd.it/dqsU,3
2021-11-29,The Fast and the Furious: Tokyo Drift,2006,https://boxd.it/1Yeo,3.5
2021-11-29,Fast & Furious,2009,https://boxd.it/1Pnm,3
2021-11-29,Safe,1995,https://boxd.it/1gKU,3
2021-11-29,Old,2021,https://boxd.it/npKI,2.5
2021-11-29,The Fog,1980,https://boxd.it/29Cc,2.5
2021-11-29,Moonstruck,1987,https://boxd.it/27zg,3.5
2021-11-29,The Suicide Squad,2021,https://boxd.it/fw6O,3
2021-11-29,Flowers of Shanghai,1998,https://boxd.it/Omq,4
2021-11-29,25th Hour,2002,https://boxd.it/28LC,4
2021-11-29,Malignant,2021,https://boxd.it/mViE,3
2021-11-29,After Hours,1985,https://boxd.it/1VfS,3.5
2021-11-29,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI,2.5
2021-11-29,Cure,1997,https://boxd.it/1blA,4
2021-11-29,In the Cut,2003,https://boxd.it/1V12,3
2021-11-29,No Time to Die,2021,https://boxd.it/cPX2,3
2021-11-29,The Counselor,2013,https://boxd.it/3G6K,3
2021-11-29,Baghdad in My Shadow,2019,https://boxd.it/hB1y,2.5
2021-11-29,The Last Duel,2021,https://boxd.it/mQbe,3
2021-11-29,Dune,2021,https://boxd.it/fA7G,3
2021-11-29,Ace in the Hole,1951,https://boxd.it/1vXk,3.5
2021-11-29,Jennifer's Body,2009,https://boxd.it/1Efw,2.5
2021-11-29,Marighella,2019,https://boxd.it/i3RC,3
2021-11-29,Ema,2019,https://boxd.it/jHWa,2.5
2021-11-29,Venom: Let There Be Carnage,2021,https://boxd.it/llco,2.5
2021-11-29,7 Prisoners,2021,https://boxd.it/txOU,2.5
2021-11-29,The Card Counter,2021,https://boxd.it/nTH0,3.5
2021-11-29,Last Night in Soho,2021,https://boxd.it/lbJC,2
2021-11-29,Passing,2021,https://boxd.it/jKdM,2.5
2021-12-01,House of Gucci,2021,https://boxd.it/nVkC,3
2021-12-02,The French Dispatch,2021,https://boxd.it/jLP8,3.5
2021-12-05,"Paris, 13th District",2021,https://boxd.it/s0Ky,3
2021-12-05,Men in Black,1997,https://boxd.it/2a0I,3
2021-12-07,Pig,2021,https://boxd.it/nzoW,4
2021-12-07,A Tale of Love and Desire,2021,https://boxd.it/uVsU,2.5
2021-12-13,West Side Story,1961,https://boxd.it/28dK,3
2021-12-13,The Martian,2015,https://boxd.it/8SeG,4
2021-12-13,The Piano,1993,https://boxd.it/29Kq,3.5
2021-12-14,Shiva Baby,2020,https://boxd.it/oIv0,3
2021-12-16,Star Wars: The Last Jedi,2017,https://boxd.it/5xme,3
2021-12-16,Zootopia,2016,https://boxd.it/84xS,3
2021-12-19,The Legend of Hei,2019,https://boxd.it/mWC6,3
2021-12-23,Raya and the Last Dragon,2021,https://boxd.it/jbkI,2
2021-12-24,The Matrix Resurrections,2021,https://boxd.it/n87k,2.5
2021-12-28,Stillwater,2021,https://boxd.it/mNPq,3
2021-12-29,Manchester by the Sea,2016,https://boxd.it/b2L0,5
2021-12-29,Inside Out,2015,https://boxd.it/4KHC,3.5
2021-12-31,The Woman in the Window,2021,https://boxd.it/iT56,2.5
2022-01-04,I'm Your Man,2021,https://boxd.it/tWcG,3
2022-01-05,Annette,2021,https://boxd.it/f0RS,4
2022-01-07,The Harder They Fall,2021,https://boxd.it/mRCU,2
2022-01-07,The Power of the Dog,2021,https://boxd.it/m99E,3
2022-01-10,The Lost Daughter,2021,https://boxd.it/kgww,3
2022-01-10,Jupiter Ascending,2015,https://boxd.it/2Evm,1.5
2022-01-10,Mean Girls,2004,https://boxd.it/1VNg,3.5
2022-01-12,Wheel of Fortune and Fantasy,2021,https://boxd.it/tWcm,3
