Date,Name,Year,Letterboxd URI,Rating
2017-02-27,Nightcrawler,2014,https://boxd.it/780m,4
2017-02-27,The Imitation Game,2014,https://boxd.it/6aig,3
2017-02-27,Wild,2014,https://boxd.it/6KQo,3.5
2017-02-27,The Tale of the Princess Kaguya,2013,https://boxd.it/4JQI,4
2017-02-27,A Most Violent Year,2014,https://boxd.it/75Va,4
2017-02-27,Under the Skin,2013,https://boxd.it/3mDa,3.5
2017-03-02,The Witch,2015,https://boxd.it/9X0m,3.5
2017-03-06,Green Room,2015,https://boxd.it/a75m,3
2017-03-06,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,4
2017-03-09,Godzilla,2014,https://boxd.it/47OE,3
2017-03-09,The Red Turtle,2016,https://boxd.it/bdkE,3.5
2017-03-13,Clouds of Sils Maria,2014,https://boxd.it/7f62,3.5
2017-03-15,Stoker,2013,https://boxd.it/34S2,3
2017-03-15,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,3.5
2017-03-16,Dawn of the Planet of the Apes,2014,https://boxd.it/3XyQ,3
2017-03-18,Jodorowsky's Dune,2013,https://boxd.it/5MP6,4.5
2017-03-18,Ida,2013,https://boxd.it/6fRg,4.5
2017-03-18,Leviathan,2014,https://boxd.it/7Ub8,5
2017-03-18,Citizenfour,2014,https://boxd.it/9eSe,4.5
2017-03-18,Memento,2000,https://boxd.it/2bcK,4.5
2017-03-18,The Avengers,2012,https://boxd.it/1xFW,4.5
2017-03-18,Mad Max: Fury Road,2015,https://boxd.it/2DjO,4.5
2017-03-18,Love & Mercy,2014,https://boxd.it/8bd6,4.5
2017-03-18,Blue Is the Warmest Color,2013,https://boxd.it/4O40,4.5
2017-03-18,The Handmaiden,2016,https://boxd.it/948A,4.5
2017-03-18,The Normal Heart,2014,https://boxd.it/3NR4,4.5
2017-03-18,Chi-Raq,2015,https://boxd.it/bjIM,4.5
2017-03-18,Carol,2015,https://boxd.it/7DPK,4.5
2017-03-18,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY,4.5
2017-03-18,The Wailing,2016,https://boxd.it/9fLy,4.5
2017-03-18,To Be or Not to Be,1942,https://boxd.it/2aTy,4.5
2017-03-18,Mulholland Drive,2001,https://boxd.it/297o,4.5
2017-03-19,Neighboring Sounds,2012,https://boxd.it/3nzS,4
2017-03-20,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,3.5
2017-03-21,Ugetsu,1953,https://boxd.it/1NyM,4
2017-03-21,Little Men,2016,https://boxd.it/cXUq,3.5
2017-03-22,The Girl with All the Gifts,2016,https://boxd.it/d2lg,3
2017-03-26,The Age of Shadows,2016,https://boxd.it/cruq,3.5
2017-03-26,The Lost City of Z,2016,https://boxd.it/a7jS,1
2017-03-26,"4 Months, 3 Weeks and 2 Days",2007,https://boxd.it/27DW,5
2017-03-27,Seven Samurai,1954,https://boxd.it/2axi,4.5
2017-03-30,The White Helmets,2016,https://boxd.it/eGuu,3.5
2017-04-01,The Grandmaster,2013,https://boxd.it/QU0,4
2017-04-01,Good Will Hunting,1997,https://boxd.it/2ahY,4
2017-04-02,Requiem for a Dream,2000,https://boxd.it/29VI,4
2017-04-05,Close Encounters of the Third Kind,1977,https://boxd.it/29u8,3
2017-04-09,Split,2016,https://boxd.it/dgSy,3
2017-04-10,A Touch of Sin,2013,https://boxd.it/5Fvo,3.5
2017-04-10,"Like Father, Like Son",2013,https://boxd.it/5rQs,4
2017-04-11,Summer Wars,2009,https://boxd.it/1oDC,3.5
2017-04-14,Le Samouraï,1967,https://boxd.it/22ZI,4
2017-04-16,The Shining,1980,https://boxd.it/29Nu,3.5
2017-04-16,The Garden of Words,2013,https://boxd.it/5Ymq,3
2017-04-16,Memories of Murder,2003,https://boxd.it/1TSo,4.5
2017-04-18,Come and See,1985,https://boxd.it/1w9q,4
2017-04-24,Get Out,2017,https://boxd.it/eOCm,3.5
2017-05-01,Logan,2017,https://boxd.it/7Piy,3.5
2017-05-04,I Don't Feel at Home in This World Anymore,2017,https://boxd.it/f42u,3
2017-05-07,A History of Violence,2005,https://boxd.it/2bfa,4
2017-05-07,Fences,2016,https://boxd.it/dL6A,3.5
2017-05-26,I Am Not Your Negro,2016,https://boxd.it/etXy,4
2017-05-26,The Act of Killing,2012,https://boxd.it/44Cg,4
2017-05-26,Incendies,2010,https://boxd.it/Msm,4
2017-05-26,Do the Right Thing,1989,https://boxd.it/29gA,4
2017-05-26,John Wick: Chapter 2,2017,https://boxd.it/ayGu,3.5
2017-07-01,Monster,2003,https://boxd.it/2afy,3.5
2017-07-01,Annie Hall,1977,https://boxd.it/29M2,4
2017-07-01,High and Low,1963,https://boxd.it/1RSc,4
2017-07-01,Okja,2017,https://boxd.it/dvXe,3
2017-07-21,Life,2017,https://boxd.it/dRqG,1
2017-07-21,Hidden Figures,2016,https://boxd.it/dgS4,3
2017-07-21,Dunkirk,2017,https://boxd.it/d0Y6,3.5
2017-07-26,Colossal,2016,https://boxd.it/biZi,3
2017-07-31,Still Walking,2008,https://boxd.it/1wvm,4.5
2017-08-13,The Dark Tower,2017,https://boxd.it/bU66,3
2017-08-19,Spring Breakers,2012,https://boxd.it/421s,3
2017-08-19,Icarus,2017,https://boxd.it/fmje,3.5
2017-08-19,Trouble in Paradise,1932,https://boxd.it/2aU2,3.5
2017-08-19,Your Name.,2016,https://boxd.it/cUqs,4.5
2017-08-19,The Host,2006,https://boxd.it/28ZY,3.5
2017-08-20,The Girl Who Leapt Through Time,2006,https://boxd.it/1OPa,3
2017-08-21,In Another Country,2012,https://boxd.it/3wMQ,3
2017-08-21,Holy Motors,2012,https://boxd.it/3wai,4
2017-08-23,The Chaser,2008,https://boxd.it/1PgU,4
2017-08-24,Shaun of the Dead,2004,https://boxd.it/29J8,3.5
2017-08-25,Monsters,2010,https://boxd.it/Tdy,3
2017-08-26,The Beguiled,2017,https://boxd.it/dZ1k,3
2017-08-27,Street of Shame,1956,https://boxd.it/UWO,4.5
2017-08-28,Fitzcarraldo,1982,https://boxd.it/1YV8,4
2017-09-02,Rosemary's Baby,1968,https://boxd.it/29zM,4
2017-09-03,The Given Word,1962,https://boxd.it/h6Y,3.5
2017-09-04,Looper,2012,https://boxd.it/ham,4
2017-09-08,The Big Sick,2017,https://boxd.it/eHvy,3
2017-09-09,The Thing,1982,https://boxd.it/294O,4
2017-09-10,A Single Man,2009,https://boxd.it/1dx4,4
2017-09-11,American Honey,2016,https://boxd.it/bk7C,3.5
2017-09-11,Shame,2011,https://boxd.it/2CxU,4
2017-09-12,Blue Jasmine,2013,https://boxd.it/50MI,3
2017-09-13,Gabriel and the Mountain,2017,https://boxd.it/gaP0,3.5
2017-09-15,Baby Driver,2017,https://boxd.it/bhF2,4
2017-09-18,It Comes at Night,2017,https://boxd.it/eLuk,3.5
2017-09-18,A Bittersweet Life,2005,https://boxd.it/1U4Y,3
2017-09-18,Hot Fuzz,2007,https://boxd.it/2416,4.5
2017-09-18,The Iron Giant,1999,https://boxd.it/1Wow,4
2017-09-18,Sympathy for Mr. Vengeance,2002,https://boxd.it/23WU,3.5
2017-09-19,mother!,2017,https://boxd.it/dgRU,4
2017-10-02,Polytechnique,2009,https://boxd.it/1AMG,3
2017-10-08,It,2017,https://boxd.it/bC8e,2.5
2017-10-08,Slow West,2015,https://boxd.it/6CwK,2.5
2017-10-08,Being John Malkovich,1999,https://boxd.it/2ahu,2.5
2017-10-08,Shin Godzilla,2016,https://boxd.it/a9lm,2.5
2017-10-08,Jack Reacher,2012,https://boxd.it/2BUo,2.5
2017-10-08,Alien: Covenant,2017,https://boxd.it/49UY,2.5
2017-10-08,The Man from Nowhere,2010,https://boxd.it/AZy,2.5
2017-10-08,The Founder,2016,https://boxd.it/9XwM,2.5
2017-10-08,Valerian and the City of a Thousand Planets,2017,https://boxd.it/biYY,2.5
2017-10-08,Spider-Man: Homecoming,2017,https://boxd.it/aboM,2.5
2017-10-08,Lion,2016,https://boxd.it/b2La,2.5
2017-10-08,Dark City,1998,https://boxd.it/26uk,2.5
2017-10-08,Tunnel,2016,https://boxd.it/dDq8,2.5
2017-10-08,Drive,2011,https://boxd.it/IG,2.5
2017-10-08,A Pigeon Sat on a Branch Reflecting on Existence,2014,https://boxd.it/3Ifa,2.5
2017-10-08,Moana,2016,https://boxd.it/8tfY,2.5
2017-10-08,Midnight Special,2016,https://boxd.it/7dmi,2.5
2017-10-08,La La Land,2016,https://boxd.it/a5fa,2.5
2017-10-08,Enemy,2013,https://boxd.it/5xtO,2.5
2017-10-08,Spectre,2015,https://boxd.it/6bXY,2.5
2017-10-08,Fantastic Beasts and Where to Find Them,2016,https://boxd.it/7FPC,2.5
2017-10-08,Star Trek Beyond,2016,https://boxd.it/5Ik4,2.5
2017-10-08,Concussion,2015,https://boxd.it/aqIs,2.5
2017-10-08,28 Weeks Later,2007,https://boxd.it/28Bi,2.5
2017-10-08,The Lobster,2015,https://boxd.it/7tnw,2.5
2017-10-08,Anomalisa,2015,https://boxd.it/97TE,2.5
2017-10-08,Ant-Man,2015,https://boxd.it/3vmW,2.5
2017-10-08,Sin City: A Dame to Kill For,2014,https://boxd.it/2aV0,2.5
2017-10-08,Source Code,2011,https://boxd.it/fdo,2.5
2017-10-08,Noah,2014,https://boxd.it/34QA,2.5
2017-10-08,The Purge: Anarchy,2014,https://boxd.it/71zk,2.5
2017-10-08,Secret in Their Eyes,2015,https://boxd.it/96zo,2
2017-10-08,Knight of Cups,2015,https://boxd.it/34Qq,2
2017-10-08,Silence,2016,https://boxd.it/2cAo,2
2017-10-08,The Nice Guys,2016,https://boxd.it/94Hg,2
2017-10-08,Wonder Woman,2017,https://boxd.it/9roG,2
2017-10-08,Kong: Skull Island,2017,https://boxd.it/9ewM,2
2017-10-08,Camp X-Ray,2014,https://boxd.it/7biI,2
2017-10-08,War for the Planet of the Apes,2017,https://boxd.it/8FE2,2
2017-10-08,Dune,1984,https://boxd.it/29tY,2
2017-10-08,Lucy,2014,https://boxd.it/75hu,1.5
2017-10-08,Suicide Squad,2016,https://boxd.it/9row,1.5
2017-10-08,X-Men: Apocalypse,2016,https://boxd.it/7eJi,1.5
2017-10-08,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,1.5
2017-10-08,Alien³,1992,https://boxd.it/20zS,1.5
2017-10-08,Hercules,2014,https://boxd.it/5B7s,1.5
2017-10-08,Oblivion,2013,https://boxd.it/2Bzq,1.5
2017-10-08,Divergent,2014,https://boxd.it/4VT0,1.5
2017-10-08,Moscow Does Not Believe in Tears,1980,https://boxd.it/1CwU,1.5
2017-10-10,The Assassination of Jesse James by the Coward Robert Ford,2007,https://boxd.it/24dG,3
2017-10-13,Blade Runner,1982,https://boxd.it/2bcA,3.5
2017-10-15,Blade Runner 2049,2017,https://boxd.it/b8wK,3
2017-10-18,I Saw the Devil,2010,https://boxd.it/FaK,2.5
2017-10-22,It Follows,2014,https://boxd.it/87wo,3
2017-10-23,Meek's Cutoff,2010,https://boxd.it/nsG,3.5
2017-10-23,The Lion King,1994,https://boxd.it/201Q,4.5
2017-10-23,Funny Games,1997,https://boxd.it/1WKM,4
2017-10-23,Spirited Away,2001,https://boxd.it/2b4m,4.5
2017-10-24,Gerald's Game,2017,https://boxd.it/buKa,2.5
2017-10-27,The Meyerowitz Stories (New and Selected),2017,https://boxd.it/dSp0,3.5
2017-10-27,Wind River,2017,https://boxd.it/dR3i,3
2017-10-29,Only Lovers Left Alive,2013,https://boxd.it/4O1U,3.5
2017-11-01,Tokyo Tribe,2014,https://boxd.it/74PU,3
2017-11-01,Mistress America,2015,https://boxd.it/9UfS,3.5
2017-11-05,Thor,2011,https://boxd.it/1WQU,2
2017-11-05,Thor: The Dark World,2013,https://boxd.it/2DqA,2.5
2017-11-06,Oldboy,2003,https://boxd.it/29R2,5
2017-11-09,Brawl in Cell Block 99,2017,https://boxd.it/dWOo,4
2017-11-13,A Ghost Story,2017,https://boxd.it/fb0K,3
2017-11-13,The Room,2003,https://boxd.it/1ICY,1
2017-11-13,The Florida Project,2017,https://boxd.it/dMG0,2.5
2017-11-15,Moonlight,2016,https://boxd.it/d6bE,5
2017-11-20,Kill Me Please,2015,https://boxd.it/cbcA,2.5
2017-11-21,Fast Five,2011,https://boxd.it/BgO,3.5
2017-11-21,Logan Lucky,2017,https://boxd.it/dZrs,3.5
2017-11-23,Lady Bird,2017,https://boxd.it/dGNE,3.5
2017-11-24,Jin-Roh: The Wolf Brigade,1999,https://boxd.it/29wS,2
2017-11-25,American Made,2017,https://boxd.it/bb66,2.5
2017-11-25,Fast & Furious 6,2013,https://boxd.it/2UG6,2.5
2017-11-26,Hunt for the Wilderpeople,2016,https://boxd.it/cTgG,4
2017-11-26,Thor: Ragnarok,2017,https://boxd.it/8MHi,3
2017-11-26,Dredd,2012,https://boxd.it/GZE,3.5
2017-12-04,Magnolia,1999,https://boxd.it/2aze,4
2017-12-06,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/ceBS,2.5
2017-12-07,The Truth Beneath,2016,https://boxd.it/e5K6,2.5
2017-12-08,Lady Macbeth,2016,https://boxd.it/erJk,3
2017-12-15,Star Wars: The Force Awakens,2015,https://boxd.it/4vru,3
2017-12-16,Good Time,2017,https://boxd.it/fcFu,3.5
2017-12-16,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,4.5
2017-12-17,The Square,2017,https://boxd.it/e5YW,2.5
2017-12-17,Punch-Drunk Love,2002,https://boxd.it/20E4,3.5
2017-12-18,Bingo: The King of the Mornings,2017,https://boxd.it/fcGs,3
2017-12-19,Stronger,2017,https://boxd.it/dRqQ,3
2017-12-20,Mudbound,2017,https://boxd.it/eCsu,2.5
2017-12-22,Atomic Blonde,2017,https://boxd.it/blDk,2.5
2017-12-26,The Club,2015,https://boxd.it/amQC,3
2017-12-27,Starred Up,2013,https://boxd.it/6fRq,4
2017-12-28,Princess Mononoke,1997,https://boxd.it/2b4w,3.5
2017-12-28,Entranced Earth,1967,https://boxd.it/qkU,1.5
2017-12-30,Tangerine,2015,https://boxd.it/9QRe,3.5
2017-12-31,Jiro Dreams of Sushi,2011,https://boxd.it/2ONU,3
2018-01-01,20th Century Women,2016,https://boxd.it/bqU6,2
2018-01-04,A Quiet Passion,2016,https://boxd.it/cMXe,3.5
2018-01-07,The Incredibles,2004,https://boxd.it/1XLm,4
2018-01-08,Beach Rats,2017,https://boxd.it/f5m6,3
2018-01-08,All Is Lost,2013,https://boxd.it/4OgK,3.5
2018-01-10,Bone Tomahawk,2015,https://boxd.it/9kiw,3.5
2018-01-12,Night of the Living Dead,1968,https://boxd.it/1WwA,4
2018-01-13,Blade of the Immortal,2017,https://boxd.it/f5Pi,2.5
2018-01-14,Battle of the Sexes,2017,https://boxd.it/cNxw,2
2018-01-14,The Post,2017,https://boxd.it/fTeG,3
2018-01-15,High-Rise,2015,https://boxd.it/7tmo,1.5
2018-01-15,Paddington,2014,https://boxd.it/3RKw,3.5
2018-01-22,Call Me by Your Name,2017,https://boxd.it/dYmm,4.5
2018-01-22,Paddington 2,2017,https://boxd.it/bCF8,4
2018-01-24,Drunken Angel,1948,https://boxd.it/1uYQ,3.5
2018-01-27,Phantom Thread,2017,https://boxd.it/e4uc,4.5
2018-01-28,Hanna,2011,https://boxd.it/DBE,2
2018-01-28,The Shape of Water,2017,https://boxd.it/dZ5m,3
2018-02-05,Furious 7,2015,https://boxd.it/5cVs,2.5
2018-02-09,The Cloverfield Paradox,2018,https://boxd.it/doVA,1
2018-02-11,The Fate of the Furious,2017,https://boxd.it/bbCw,2
2018-02-16,American History X,1998,https://boxd.it/2bdo,2.5
2018-02-17,Force Majeure,2014,https://boxd.it/7UcA,3.5
2018-02-18,Resident Evil: Afterlife,2010,https://boxd.it/1bVo,1
2018-02-19,Resident Evil: Retribution,2012,https://boxd.it/2qmK,1.5
2018-02-19,Resident Evil: The Final Chapter,2016,https://boxd.it/5lqS,2.5
2018-02-19,Coco,2017,https://boxd.it/bYJQ,3.5
2018-02-27,Professor Marston and the Wonder Women,2017,https://boxd.it/eRPS,3.5
2018-03-01,Mr. Nobody,2009,https://boxd.it/1k44,3
2018-05-20,Black Panther,2018,https://boxd.it/8MHs,3
2018-05-20,Annihilation,2018,https://boxd.it/9yzm,2.5
2018-05-20,Reservoir Dogs,1992,https://boxd.it/2agc,4
2018-05-20,Kill Bill: Vol. 1,2003,https://boxd.it/70w,3.5
2018-05-20,Kill Bill: Vol. 2,2004,https://boxd.it/2au4,3
2018-05-20,Up,2009,https://boxd.it/1OEc,4
2018-05-20,Faces Places,2017,https://boxd.it/g7ck,3.5
2018-05-20,"I, Tonya",2017,https://boxd.it/dzR0,3
2018-05-20,Mustang,2015,https://boxd.it/baaw,3.5
2018-05-20,Forrest Gump,1994,https://boxd.it/728,3
2018-05-20,You Were Never Really Here,2017,https://boxd.it/dWOS,2.5
2018-05-20,A Fantastic Woman,2017,https://boxd.it/fcGi,3
2018-05-20,Ready Player One,2018,https://boxd.it/aZes,2
2018-05-20,Tickling Giants,2016,https://boxd.it/dDaY,3
2018-05-20,Munich,2005,https://boxd.it/2a0e,3
2018-05-20,Jumanji: Welcome to the Jungle,2017,https://boxd.it/bUeE,2
2018-05-20,Pete's Dragon,2016,https://boxd.it/9hza,3
2018-05-20,Audition,1999,https://boxd.it/1UHm,4.5
2018-05-20,A Quiet Place,2018,https://boxd.it/fVJQ,3
2018-05-20,Isle of Dogs,2018,https://boxd.it/dZrW,3.5
2018-05-20,Loveless,2017,https://boxd.it/fcFa,3.5
2018-05-20,Avengers: Infinity War,2018,https://boxd.it/9vEe,2
2018-05-20,Bāhubali: The Beginning,2015,https://boxd.it/7y2y,3.5
2018-05-20,Bāhubali 2: The Conclusion,2017,https://boxd.it/bMfO,3
2018-05-20,Molly's Game,2017,https://boxd.it/dSl8,3.5
2018-05-20,Red Sparrow,2018,https://boxd.it/e7Pi,2
2018-05-20,Don't Breathe,2016,https://boxd.it/9yzw,3.5
2018-05-20,The Double,2013,https://boxd.it/4DLW,2.5
2018-05-20,Tully,2018,https://boxd.it/e4kc,3
2018-05-21,Ran,1985,https://boxd.it/1Tlu,4
2018-05-23,Cargo,2017,https://boxd.it/f55Y,0.5
2018-05-29,Heat,1995,https://boxd.it/2bg8,3.5
2018-05-29,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,2.5
2018-05-29,Sideways,2004,https://boxd.it/1Y5c,3
2018-05-29,Deadpool,2016,https://boxd.it/9fOC,3.5
2018-06-04,The Tale,2018,https://boxd.it/cOkI,3
2018-06-04,Frances Ha,2012,https://boxd.it/41Xg,2.5
2018-06-10,Hereditary,2018,https://boxd.it/hNVe,2.5
2018-06-17,Ocean's Eight,2018,https://boxd.it/eaai,2
2018-06-21,Bokeh,2017,https://boxd.it/8SV6,2
2018-07-06,L.A. Confidential,1997,https://boxd.it/27oC,4
2018-07-06,Casino Royale,2006,https://boxd.it/1alk,3
2018-07-06,Quantum of Solace,2008,https://boxd.it/1Vs8,2
2018-07-06,Skyfall,2012,https://boxd.it/17Fc,3.5
2018-07-06,Incredibles 2,2018,https://boxd.it/7IPg,3
2018-07-06,Jurassic World: Fallen Kingdom,2018,https://boxd.it/bOnU,2
2018-07-08,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,3
2018-07-08,Game Night,2018,https://boxd.it/fRtu,3.5
2018-07-09,Thoroughbreds,2017,https://boxd.it/dVHQ,3
2018-07-09,Psychokinesis,2018,https://boxd.it/g7ni,1.5
2018-07-21,Pacific Rim: Uprising,2018,https://boxd.it/83Qa,1.5
2018-07-21,The 15:17 to Paris,2018,https://boxd.it/gatS,1.5
2018-07-21,Mother,2009,https://boxd.it/1m9g,4
2018-07-25,Leave No Trace,2018,https://boxd.it/fMfM,3.5
2018-08-07,Tomb Raider,2018,https://boxd.it/bgbA,2
2018-08-09,Mission: Impossible - Fallout,2018,https://boxd.it/bSVc,4
2018-08-09,Deadpool 2,2018,https://boxd.it/dlLM,2.5
2018-08-12,The Yellow Sea,2010,https://boxd.it/2j6q,3
2018-08-13,Boogie Nights,1997,https://boxd.it/23um,3
2018-08-13,The World's End,2013,https://boxd.it/3EiO,2.5
2018-08-13,The Princess Bride,1987,https://boxd.it/26EY,4
2018-08-13,Brave,2012,https://boxd.it/bVG,3
2018-08-14,Grave of the Fireflies,1988,https://boxd.it/1RUM,5
2018-08-17,The Game,1997,https://boxd.it/26vC,3.5
2018-08-18,"Lust, Caution",2007,https://boxd.it/244k,4
2018-08-19,Skyscraper,2018,https://boxd.it/fVqa,2.5
2018-08-20,Raw,2016,https://boxd.it/dLd2,2.5
2018-08-20,Revenge,2017,https://boxd.it/gL9g,3.5
2018-08-20,Before Sunset,2004,https://boxd.it/2bcg,4.5
2018-08-22,Before Midnight,2013,https://boxd.it/4ive,3
2018-08-26,BlacKkKlansman,2018,https://boxd.it/hxL8,3
2018-08-26,A Bug's Life,1998,https://boxd.it/1Yyy,3.5
2018-08-27,Jackie Brown,1997,https://boxd.it/2aVO,3.5
2018-08-27,Persona,1966,https://boxd.it/29B4,4.5
2018-08-27,Out of Sight,1998,https://boxd.it/28R6,2.5
2018-08-28,Harakiri,1962,https://boxd.it/1NTU,4.5
2018-09-02,Groundhog Day,1993,https://boxd.it/2b3e,3
2018-09-02,Brokeback Mountain,2005,https://boxd.it/2b2q,4
2018-09-04,Predestination,2014,https://boxd.it/6bJM,2.5
2018-09-04,Yi Yi,2000,https://boxd.it/1vCw,3
